Program ID,Program Name,Grade,Original Cutoff (from settings),Lottery Group,Lottery Group ID,Lottery Sub Group,Lottery Sub Group ID
"13198","CO-OP: Band (Non-String)","9","0","General Lottery","509","","0"
"13198","CO-OP: Band (Non-String)","9","8","New Haven Resident","517","","0"
"13198","CO-OP: Band (Non-String)","9","4","Suburban Market - Non-Resident","518","","0"
"13198","CO-OP: Band (Non-String)","10","0","General Lottery","509","","0"
"13198","CO-OP: Band (Non-String)","10","0","New Haven Resident","517","","0"
"13198","CO-OP: Band (Non-String)","10","0","Suburban Market - Non-Resident","518","","0"
"13198","CO-OP: Band (Non-String)","11","0","General Lottery","509","","0"
"13198","CO-OP: Band (Non-String)","11","2","New Haven Resident","517","","0"
"13198","CO-OP: Band (Non-String)","11","3","Suburban Market - Non-Resident","518","","0"
"13198","CO-OP: Band (Non-String)","12","0","General Lottery","509","","0"
"13198","CO-OP: Band (Non-String)","12","0","New Haven Resident","517","","0"
"13198","CO-OP: Band (Non-String)","12","0","Suburban Market - Non-Resident","518","","0"
"13199","CO-OP: Dance","9","0","General Lottery","509","","0"
"13199","CO-OP: Dance","9","17","New Haven Resident","517","","0"
"13199","CO-OP: Dance","9","13","Suburban Market - Non-Resident","518","","0"
"13199","CO-OP: Dance","10","1","General Lottery","509","","0"
"13199","CO-OP: Dance","10","0","New Haven Resident","517","","0"
"13199","CO-OP: Dance","10","2","Suburban Market - Non-Resident","518","","0"
"13199","CO-OP: Dance","11","0","General Lottery","509","","0"
"13199","CO-OP: Dance","11","5","New Haven Resident","517","","0"
"13199","CO-OP: Dance","11","3","Suburban Market - Non-Resident","518","","0"
"13199","CO-OP: Dance","12","0","General Lottery","509","","0"
"13199","CO-OP: Dance","12","0","New Haven Resident","517","","0"
"13199","CO-OP: Dance","12","0","Suburban Market - Non-Resident","518","","0"
"13200","CO-OP: Orchestra (Strings)","9","0","General Lottery","509","","0"
"13200","CO-OP: Orchestra (Strings)","9","7","New Haven Resident","517","","0"
"13200","CO-OP: Orchestra (Strings)","9","5","Suburban Market - Non-Resident","518","","0"
"13200","CO-OP: Orchestra (Strings)","10","0","General Lottery","509","","0"
"13200","CO-OP: Orchestra (Strings)","10","3","New Haven Resident","517","","0"
"13200","CO-OP: Orchestra (Strings)","10","1","Suburban Market - Non-Resident","518","","0"
"13200","CO-OP: Orchestra (Strings)","11","0","General Lottery","509","","0"
"13200","CO-OP: Orchestra (Strings)","11","4","New Haven Resident","517","","0"
"13200","CO-OP: Orchestra (Strings)","11","3","Suburban Market - Non-Resident","518","","0"
"13200","CO-OP: Orchestra (Strings)","12","0","General Lottery","509","","0"
"13200","CO-OP: Orchestra (Strings)","12","0","New Haven Resident","517","","0"
"13200","CO-OP: Orchestra (Strings)","12","0","Suburban Market - Non-Resident","518","","0"
"13201","CO-OP: Percussion","9","0","General Lottery","509","","0"
"13201","CO-OP: Percussion","9","2","New Haven Resident","517","","0"
"13201","CO-OP: Percussion","9","1","Suburban Market - Non-Resident","518","","0"
"13201","CO-OP: Percussion","10","0","General Lottery","509","","0"
"13201","CO-OP: Percussion","10","0","New Haven Resident","517","","0"
"13201","CO-OP: Percussion","10","0","Suburban Market - Non-Resident","518","","0"
"13201","CO-OP: Percussion","11","0","General Lottery","509","","0"
"13201","CO-OP: Percussion","11","0","New Haven Resident","517","","0"
"13201","CO-OP: Percussion","11","0","Suburban Market - Non-Resident","518","","0"
"13201","CO-OP: Percussion","12","0","General Lottery","509","","0"
"13201","CO-OP: Percussion","12","0","New Haven Resident","517","","0"
"13201","CO-OP: Percussion","12","0","Suburban Market - Non-Resident","518","","0"
"13202","CO-OP: Theatre","9","0","General Lottery","509","","0"
"13202","CO-OP: Theatre","9","24","New Haven Resident","517","","0"
"13202","CO-OP: Theatre","9","16","Suburban Market - Non-Resident","518","","0"
"13202","CO-OP: Theatre","10","0","General Lottery","509","","0"
"13202","CO-OP: Theatre","10","5","New Haven Resident","517","","0"
"13202","CO-OP: Theatre","10","3","Suburban Market - Non-Resident","518","","0"
"13202","CO-OP: Theatre","11","0","General Lottery","509","","0"
"13202","CO-OP: Theatre","11","0","New Haven Resident","517","","0"
"13202","CO-OP: Theatre","11","3","Suburban Market - Non-Resident","518","","0"
"13202","CO-OP: Theatre","12","0","General Lottery","509","","0"
"13202","CO-OP: Theatre","12","0","New Haven Resident","517","","0"
"13202","CO-OP: Theatre","12","0","Suburban Market - Non-Resident","518","","0"
"13203","CO-OP: Visual Arts","9","2","General Lottery","509","","0"
"13203","CO-OP: Visual Arts","9","23","New Haven Resident","517","","0"
"13203","CO-OP: Visual Arts","9","17","Suburban Market - Non-Resident","518","","0"
"13203","CO-OP: Visual Arts","10","0","General Lottery","509","","0"
"13203","CO-OP: Visual Arts","10","3","New Haven Resident","517","","0"
"13203","CO-OP: Visual Arts","10","0","Suburban Market - Non-Resident","518","","0"
"13203","CO-OP: Visual Arts","11","0","General Lottery","509","","0"
"13203","CO-OP: Visual Arts","11","0","New Haven Resident","517","","0"
"13203","CO-OP: Visual Arts","11","0","Suburban Market - Non-Resident","518","","0"
"13203","CO-OP: Visual Arts","12","0","General Lottery","509","","0"
"13203","CO-OP: Visual Arts","12","0","New Haven Resident","517","","0"
"13203","CO-OP: Visual Arts","12","0","Suburban Market - Non-Resident","518","","0"
"13204","CO-OP: Vocal","9","0","General Lottery","509","","0"
"13204","CO-OP: Vocal","9","8","New Haven Resident","517","","0"
"13204","CO-OP: Vocal","9","5","Suburban Market - Non-Resident","518","","0"
"13204","CO-OP: Vocal","10","0","General Lottery","509","","0"
"13204","CO-OP: Vocal","10","0","New Haven Resident","517","","0"
"13204","CO-OP: Vocal","10","0","Suburban Market - Non-Resident","518","","0"
"13204","CO-OP: Vocal","11","0","General Lottery","509","","0"
"13204","CO-OP: Vocal","11","0","New Haven Resident","517","","0"
"13204","CO-OP: Vocal","11","0","Suburban Market - Non-Resident","518","","0"
"13204","CO-OP: Vocal","12","0","General Lottery","509","","0"
"13204","CO-OP: Vocal","12","0","New Haven Resident","517","","0"
"13204","CO-OP: Vocal","12","0","Suburban Market - Non-Resident","518","","0"
"13205","CO-OP: Creative Writing","9","0","General Lottery","509","","0"
"13205","CO-OP: Creative Writing","9","19","New Haven Resident","517","","0"
"13205","CO-OP: Creative Writing","9","8","Suburban Market - Non-Resident","518","","0"
"13205","CO-OP: Creative Writing","10","0","General Lottery","509","","0"
"13205","CO-OP: Creative Writing","10","0","New Haven Resident","517","","0"
"13205","CO-OP: Creative Writing","10","2","Suburban Market - Non-Resident","518","","0"
"13205","CO-OP: Creative Writing","11","0","General Lottery","509","","0"
"13205","CO-OP: Creative Writing","11","0","New Haven Resident","517","","0"
"13205","CO-OP: Creative Writing","11","0","Suburban Market - Non-Resident","518","","0"
"13205","CO-OP: Creative Writing","12","0","General Lottery","509","","0"
"13205","CO-OP: Creative Writing","12","0","New Haven Resident","517","","0"
"13205","CO-OP: Creative Writing","12","0","Suburban Market - Non-Resident","518","","0"
"13206","Bilingual Instructional Program","K","0","General Lottery","509","","0"
"13206","Bilingual Instructional Program","1","0","General Lottery","509","","0"
"13206","Bilingual Instructional Program","2","0","General Lottery","509","","0"
"13206","Bilingual Instructional Program","3","0","General Lottery","509","","0"
"13206","Bilingual Instructional Program","4","0","General Lottery","509","","0"
"13206","Bilingual Instructional Program","5","0","General Lottery","509","","0"
"13206","Bilingual Instructional Program","6","0","General Lottery","509","","0"
"13206","Bilingual Instructional Program","7","0","General Lottery","509","","0"
"13206","Bilingual Instructional Program","8","0","General Lottery","509","","0"
"13207","Bilingual Instructional Program","K","0","General Lottery","509","","0"
"13207","Bilingual Instructional Program","1","0","General Lottery","509","","0"
"13207","Bilingual Instructional Program","2","0","General Lottery","509","","0"
"13208","Bilingual Instructional Program","K","0","General Lottery","509","","0"
"13208","Bilingual Instructional Program","1","0","General Lottery","509","","0"
"13208","Bilingual Instructional Program","2","0","General Lottery","509","","0"
"13209","Bilingual Instructional Program","K","0","General Lottery","509","","0"
"13209","Bilingual Instructional Program","1","0","General Lottery","509","","0"
"13209","Bilingual Instructional Program","2","0","General Lottery","509","","0"
"13210","Bilingual Instructional Program","K","0","General Lottery","509","","0"
"13210","Bilingual Instructional Program","1","0","General Lottery","509","","0"
"13210","Bilingual Instructional Program","2","0","General Lottery","509","","0"
"13210","Bilingual Instructional Program","3","0","General Lottery","509","","0"
"13210","Bilingual Instructional Program","4","0","General Lottery","509","","0"
"13210","Bilingual Instructional Program","5","0","General Lottery","509","","0"
"13210","Bilingual Instructional Program","6","0","General Lottery","509","","0"
"13210","Bilingual Instructional Program","7","0","General Lottery","509","","0"
"13210","Bilingual Instructional Program","8","0","General Lottery","509","","0"
"13211","Bilingual Instructional Program","K","0","General Lottery","509","","0"
"13211","Bilingual Instructional Program","1","0","General Lottery","509","","0"
"13211","Bilingual Instructional Program","2","0","General Lottery","509","","0"
"13215","Business & Fine Arts Academy","9","0","General Lottery","509","","0"
"13216","Manufacturing Pathway","9","0","General Lottery","509","","0"
"13217","Law & Public Service Academy","9","0","General Lottery","509","","0"
"13218","Health & Culinary Sciences Academy","9","0","General Lottery","509","","0"
"13219","International Academy of Digital Arts & Sciences (IADAS)","9","0","General Lottery","509","","0"
"13220","Manufacturing Pathway","9","0","General Lottery","509","","0"
"13221","Amistad Academy Elementary & Middle School","K","112","General Lottery","509","","0"
"13221","Amistad Academy Elementary & Middle School","1","9","General Lottery","509","","0"
"13221","Amistad Academy Elementary & Middle School","2","9","General Lottery","509","","0"
"13221","Amistad Academy Elementary & Middle School","3","5","General Lottery","509","","0"
"13221","Amistad Academy Elementary & Middle School","4","11","General Lottery","509","","0"
"13221","Amistad Academy Elementary & Middle School","5","9","General Lottery","509","","0"
"13221","Amistad Academy Elementary & Middle School","6","2","General Lottery","509","","0"
"13221","Amistad Academy Elementary & Middle School","7","3","General Lottery","509","","0"
"13221","Amistad Academy Elementary & Middle School","8","5","General Lottery","509","","0"
"13235","Achievement First Amistad High School","9","51","General Lottery","509","","0"
"13235","Achievement First Amistad High School","10","7","General Lottery","509","","0"
"13235","Achievement First Amistad High School","11","0","General Lottery","509","","0"
"13235","Achievement First Amistad High School","12","0","General Lottery","509","","0"
"13236","Augusta Lewis Troup School","K","40","General Lottery","509","","0"
"13236","Augusta Lewis Troup School","1","2","General Lottery","509","","0"
"13236","Augusta Lewis Troup School","2","1","General Lottery","509","","0"
"13236","Augusta Lewis Troup School","3","2","General Lottery","509","","0"
"13236","Augusta Lewis Troup School","4","5","General Lottery","509","","0"
"13236","Augusta Lewis Troup School","5","0","General Lottery","509","","0"
"13236","Augusta Lewis Troup School","6","0","General Lottery","509","","0"
"13236","Augusta Lewis Troup School","7","0","General Lottery","509","","0"
"13236","Augusta Lewis Troup School","8","0","General Lottery","509","","0"
"13237","Barack H. Obama University Magnet Schools","PreK","0","General Lottery","509","","0"
"13237","Barack H. Obama University Magnet Schools","PreK3","20","General Lottery","509","","0"
"13237","Barack H. Obama University Magnet Schools","PreK4","25","General Lottery","509","","0"
"13237","Barack H. Obama University Magnet Schools","K","17","General Lottery","509","","0"
"13237","Barack H. Obama University Magnet Schools","1","0","General Lottery","509","","0"
"13237","Barack H. Obama University Magnet Schools","2","11","General Lottery","509","","0"
"13237","Barack H. Obama University Magnet Schools","3","0","General Lottery","509","","0"
"13237","Barack H. Obama University Magnet Schools","4","0","General Lottery","509","","0"
"13238","Barnard Environmental Science & Technology School","PreK","0","General Lottery","509","","0"
"13238","Barnard Environmental Science & Technology School","PreK","0","New Haven Resident","517","","0"
"13238","Barnard Environmental Science & Technology School","PreK","0","Suburban Market - Non-Resident","518","","0"
"13238","Barnard Environmental Science & Technology School","PreK3","0","General Lottery","509","","0"
"13238","Barnard Environmental Science & Technology School","PreK3","10","New Haven Resident","517","","0"
"13238","Barnard Environmental Science & Technology School","PreK3","10","Suburban Market - Non-Resident","518","","0"
"13238","Barnard Environmental Science & Technology School","PreK4","0","General Lottery","509","","0"
"13238","Barnard Environmental Science & Technology School","PreK4","11","New Haven Resident","517","","0"
"13238","Barnard Environmental Science & Technology School","PreK4","12","Suburban Market - Non-Resident","518","","0"
"13238","Barnard Environmental Science & Technology School","K","0","General Lottery","509","","0"
"13238","Barnard Environmental Science & Technology School","K","8","New Haven Resident","517","","0"
"13238","Barnard Environmental Science & Technology School","K","9","Suburban Market - Non-Resident","518","","0"
"13238","Barnard Environmental Science & Technology School","1","0","General Lottery","509","","0"
"13238","Barnard Environmental Science & Technology School","1","4","New Haven Resident","517","","0"
"13238","Barnard Environmental Science & Technology School","1","2","Suburban Market - Non-Resident","518","","0"
"13238","Barnard Environmental Science & Technology School","2","0","General Lottery","509","","0"
"13238","Barnard Environmental Science & Technology School","2","0","New Haven Resident","517","","0"
"13238","Barnard Environmental Science & Technology School","2","0","Suburban Market - Non-Resident","518","","0"
"13238","Barnard Environmental Science & Technology School","3","0","General Lottery","509","","0"
"13238","Barnard Environmental Science & Technology School","3","2","New Haven Resident","517","","0"
"13238","Barnard Environmental Science & Technology School","3","2","Suburban Market - Non-Resident","518","","0"
"13238","Barnard Environmental Science & Technology School","4","0","General Lottery","509","","0"
"13238","Barnard Environmental Science & Technology School","4","5","New Haven Resident","517","","0"
"13238","Barnard Environmental Science & Technology School","4","4","Suburban Market - Non-Resident","518","","0"
"13238","Barnard Environmental Science & Technology School","5","0","General Lottery","509","","0"
"13238","Barnard Environmental Science & Technology School","5","0","New Haven Resident","517","","0"
"13238","Barnard Environmental Science & Technology School","5","0","Suburban Market - Non-Resident","518","","0"
"13238","Barnard Environmental Science & Technology School","6","0","General Lottery","509","","0"
"13238","Barnard Environmental Science & Technology School","6","3","New Haven Resident","517","","0"
"13238","Barnard Environmental Science & Technology School","6","3","Suburban Market - Non-Resident","518","","0"
"13238","Barnard Environmental Science & Technology School","7","0","General Lottery","509","","0"
"13238","Barnard Environmental Science & Technology School","7","7","New Haven Resident","517","","0"
"13238","Barnard Environmental Science & Technology School","7","7","Suburban Market - Non-Resident","518","","0"
"13238","Barnard Environmental Science & Technology School","8","0","General Lottery","509","","0"
"13238","Barnard Environmental Science & Technology School","8","0","New Haven Resident","517","","0"
"13238","Barnard Environmental Science & Technology School","8","0","Suburban Market - Non-Resident","518","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","PreK","0","General Lottery","509","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","PreK","0","New Haven Resident","517","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","PreK","0","Suburban Market - Non-Resident","518","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","PreK3","0","General Lottery","509","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","PreK3","14","New Haven Resident","517","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","PreK3","18","Suburban Market - Non-Resident","518","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","PreK4","0","General Lottery","509","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","PreK4","2","New Haven Resident","517","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","PreK4","4","Suburban Market - Non-Resident","518","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","K","0","General Lottery","509","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","K","12","New Haven Resident","517","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","K","12","Suburban Market - Non-Resident","518","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","1","0","General Lottery","509","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","1","7","New Haven Resident","517","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","1","8","Suburban Market - Non-Resident","518","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","2","0","General Lottery","509","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","2","3","New Haven Resident","517","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","2","3","Suburban Market - Non-Resident","518","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","3","0","General Lottery","509","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","3","7","New Haven Resident","517","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","3","7","Suburban Market - Non-Resident","518","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","4","0","General Lottery","509","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","4","4","New Haven Resident","517","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","4","4","Suburban Market - Non-Resident","518","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","5","0","General Lottery","509","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","5","2","New Haven Resident","517","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","5","12","Suburban Market - Non-Resident","518","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","6","0","General Lottery","509","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","6","5","New Haven Resident","517","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","6","3","Suburban Market - Non-Resident","518","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","7","0","General Lottery","509","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","7","3","New Haven Resident","517","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","7","3","Suburban Market - Non-Resident","518","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","8","0","General Lottery","509","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","8","0","New Haven Resident","517","","0"
"13239","Benjamin Jepson Multi-Age Interdistrict Magnet School","8","0","Suburban Market - Non-Resident","518","","0"
"13240","Betsy Ross Arts Magnet School","5","0","General Lottery","509","","0"
"13240","Betsy Ross Arts Magnet School","5","39","New Haven Resident","517","","0"
"13240","Betsy Ross Arts Magnet School","5","36","Suburban Market - Non-Resident","518","","0"
"13240","Betsy Ross Arts Magnet School","6","0","General Lottery","509","","0"
"13240","Betsy Ross Arts Magnet School","6","18","New Haven Resident","517","","0"
"13240","Betsy Ross Arts Magnet School","6","35","Suburban Market - Non-Resident","518","","0"
"13240","Betsy Ross Arts Magnet School","7","0","General Lottery","509","","0"
"13240","Betsy Ross Arts Magnet School","7","35","New Haven Resident","517","","0"
"13240","Betsy Ross Arts Magnet School","7","24","Suburban Market - Non-Resident","518","","0"
"13240","Betsy Ross Arts Magnet School","8","0","General Lottery","509","","0"
"13240","Betsy Ross Arts Magnet School","8","12","New Haven Resident","517","","0"
"13240","Betsy Ross Arts Magnet School","8","10","Suburban Market - Non-Resident","518","","0"
"13241","Bishop Woods Architecture & Design Magnet School","K","52","General Lottery","509","","0"
"13241","Bishop Woods Architecture & Design Magnet School","1","2","General Lottery","509","","0"
"13241","Bishop Woods Architecture & Design Magnet School","2","2","General Lottery","509","","0"
"13241","Bishop Woods Architecture & Design Magnet School","3","5","General Lottery","509","","0"
"13241","Bishop Woods Architecture & Design Magnet School","4","5","General Lottery","509","","0"
"13241","Bishop Woods Architecture & Design Magnet School","5","4","General Lottery","509","","0"
"13241","Bishop Woods Architecture & Design Magnet School","6","1","General Lottery","509","","0"
"13241","Bishop Woods Architecture & Design Magnet School","7","4","General Lottery","509","","0"
"13241","Bishop Woods Architecture & Design Magnet School","8","0","General Lottery","509","","0"
"13242","Booker T. Washington Academy Charter School","K","66","General Lottery","509","","0"
"13242","Booker T. Washington Academy Charter School","1","33","General Lottery","509","","0"
"13242","Booker T. Washington Academy Charter School","2","4","General Lottery","509","","0"
"13242","Booker T. Washington Academy Charter School","3","9","General Lottery","509","","0"
"13242","Booker T. Washington Academy Charter School","4","17","General Lottery","509","","0"
"13242","Booker T. Washington Academy Charter School","5","0","General Lottery","509","","0"
"13242","Booker T. Washington Academy Charter School","6","10","General Lottery","509","","0"
"13242","Booker T. Washington Academy Charter School","7","13","General Lottery","509","","0"
"13242","Booker T. Washington Academy Charter School","8","6","General Lottery","509","","0"
"13266","Brennan-Rogers School","PreK","0","General Lottery","509","","0"
"13266","Brennan-Rogers School","PreK3","7","General Lottery","509","","0"
"13266","Brennan-Rogers School","PreK4","5","General Lottery","509","","0"
"13266","Brennan-Rogers School","K","26","General Lottery","509","","0"
"13266","Brennan-Rogers School","1","17","General Lottery","509","","0"
"13266","Brennan-Rogers School","2","2","General Lottery","509","","0"
"13266","Brennan-Rogers School","3","2","General Lottery","509","","0"
"13266","Brennan-Rogers School","4","2","General Lottery","509","","0"
"13266","Brennan-Rogers School","5","2","General Lottery","509","","0"
"13266","Brennan-Rogers School","6","5","General Lottery","509","","0"
"13266","Brennan-Rogers School","7","30","General Lottery","509","","0"
"13266","Brennan-Rogers School","8","0","General Lottery","509","","0"
"13267","Celentano Biotech, Health and Medical Magnet School","PreK","0","General Lottery","509","","0"
"13267","Celentano Biotech, Health and Medical Magnet School","PreK3","20","General Lottery","509","","0"
"13267","Celentano Biotech, Health and Medical Magnet School","PreK4","7","General Lottery","509","","0"
"13267","Celentano Biotech, Health and Medical Magnet School","K","22","General Lottery","509","","0"
