Program ID,Program Name,Grade,Original Cutoff (from settings),Lottery Group,Lottery Group ID,Lottery Sub Group,Lottery Sub Group ID
"13285","John C. Daniels Interdistrict school of International Communication","7","0","General Lottery","509","","0"
"13285","John C. Daniels Interdistrict school of International Communication","7","0","English NH","510","","0"
"13285","John C. Daniels Interdistrict school of International Communication","7","0","Non-English NH","511","","0"
"13285","John C. Daniels Interdistrict school of International Communication","7","0","Suburban English","512","","0"
"13285","John C. Daniels Interdistrict school of International Communication","7","0","Suburban Non-English","513","","0"
"13285","John C. Daniels Interdistrict school of International Communication","8","0","General Lottery","509","","0"
"13285","John C. Daniels Interdistrict school of International Communication","8","0","English NH","510","","0"
"13285","John C. Daniels Interdistrict school of International Communication","8","0","Non-English NH","511","","0"
"13285","John C. Daniels Interdistrict school of International Communication","8","0","Suburban English","512","","0"
"13285","John C. Daniels Interdistrict school of International Communication","8","0","Suburban Non-English","513","","0"
"13286","John S. Martinez Sea & Sky STEM Magnet School","K","38","General Lottery","509","","0"
"13286","John S. Martinez Sea & Sky STEM Magnet School","1","0","General Lottery","509","","0"
"13286","John S. Martinez Sea & Sky STEM Magnet School","2","0","General Lottery","509","","0"
"13286","John S. Martinez Sea & Sky STEM Magnet School","3","0","General Lottery","509","","0"
"13286","John S. Martinez Sea & Sky STEM Magnet School","4","0","General Lottery","509","","0"
"13286","John S. Martinez Sea & Sky STEM Magnet School","5","0","General Lottery","509","","0"
"13286","John S. Martinez Sea & Sky STEM Magnet School","6","0","General Lottery","509","","0"
"13286","John S. Martinez Sea & Sky STEM Magnet School","7","0","General Lottery","509","","0"
"13286","John S. Martinez Sea & Sky STEM Magnet School","8","0","General Lottery","509","","0"
"13287","King-Robinson: IB STEM School","PreK","0","General Lottery","509","","0"
"13287","King-Robinson: IB STEM School","PreK","0","New Haven Resident","517","","0"
"13287","King-Robinson: IB STEM School","PreK","0","Suburban Market - Non-Resident","518","","0"
"13287","King-Robinson: IB STEM School","PreK3","0","General Lottery","509","","0"
"13287","King-Robinson: IB STEM School","PreK3","8","New Haven Resident","517","","0"
"13287","King-Robinson: IB STEM School","PreK3","12","Suburban Market - Non-Resident","518","","0"
"13287","King-Robinson: IB STEM School","PreK4","0","General Lottery","509","","0"
"13287","King-Robinson: IB STEM School","PreK4","9","New Haven Resident","517","","0"
"13287","King-Robinson: IB STEM School","PreK4","12","Suburban Market - Non-Resident","518","","0"
"13287","King-Robinson: IB STEM School","K","0","General Lottery","509","","0"
"13287","King-Robinson: IB STEM School","K","5","New Haven Resident","517","","0"
"13287","King-Robinson: IB STEM School","K","10","Suburban Market - Non-Resident","518","","0"
"13287","King-Robinson: IB STEM School","1","0","General Lottery","509","","0"
"13287","King-Robinson: IB STEM School","1","5","New Haven Resident","517","","0"
"13287","King-Robinson: IB STEM School","1","11","Suburban Market - Non-Resident","518","","0"
"13287","King-Robinson: IB STEM School","2","0","General Lottery","509","","0"
"13287","King-Robinson: IB STEM School","2","4","New Haven Resident","517","","0"
"13287","King-Robinson: IB STEM School","2","9","Suburban Market - Non-Resident","518","","0"
"13287","King-Robinson: IB STEM School","3","0","General Lottery","509","","0"
"13287","King-Robinson: IB STEM School","3","4","New Haven Resident","517","","0"
"13287","King-Robinson: IB STEM School","3","8","Suburban Market - Non-Resident","518","","0"
"13287","King-Robinson: IB STEM School","4","0","General Lottery","509","","0"
"13287","King-Robinson: IB STEM School","4","2","New Haven Resident","517","","0"
"13287","King-Robinson: IB STEM School","4","12","Suburban Market - Non-Resident","518","","0"
"13287","King-Robinson: IB STEM School","5","0","General Lottery","509","","0"
"13287","King-Robinson: IB STEM School","5","2","New Haven Resident","517","","0"
"13287","King-Robinson: IB STEM School","5","12","Suburban Market - Non-Resident","518","","0"
"13287","King-Robinson: IB STEM School","6","0","General Lottery","509","","0"
"13287","King-Robinson: IB STEM School","6","2","New Haven Resident","517","","0"
"13287","King-Robinson: IB STEM School","6","5","Suburban Market - Non-Resident","518","","0"
"13287","King-Robinson: IB STEM School","7","0","General Lottery","509","","0"
"13287","King-Robinson: IB STEM School","7","6","New Haven Resident","517","","0"
"13287","King-Robinson: IB STEM School","7","7","Suburban Market - Non-Resident","518","","0"
"13287","King-Robinson: IB STEM School","8","0","General Lottery","509","","0"
"13287","King-Robinson: IB STEM School","8","0","New Haven Resident","517","","0"
"13287","King-Robinson: IB STEM School","8","0","Suburban Market - Non-Resident","518","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","PreK","0","General Lottery","509","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","PreK","0","New Haven Resident","517","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","PreK","0","Suburban Market - Non-Resident","518","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","PreK3","0","General Lottery","509","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","PreK3","10","New Haven Resident","517","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","PreK3","10","Suburban Market - Non-Resident","518","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","PreK4","0","General Lottery","509","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","PreK4","10","New Haven Resident","517","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","PreK4","10","Suburban Market - Non-Resident","518","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","K","0","General Lottery","509","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","K","6","New Haven Resident","517","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","K","6","Suburban Market - Non-Resident","518","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","1","0","General Lottery","509","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","1","4","New Haven Resident","517","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","1","7","Suburban Market - Non-Resident","518","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","2","0","General Lottery","509","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","2","3","New Haven Resident","517","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","2","3","Suburban Market - Non-Resident","518","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","3","0","General Lottery","509","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","3","2","New Haven Resident","517","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","3","2","Suburban Market - Non-Resident","518","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","4","0","General Lottery","509","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","4","3","New Haven Resident","517","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","4","3","Suburban Market - Non-Resident","518","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","5","0","General Lottery","509","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","5","8","New Haven Resident","517","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","5","3","Suburban Market - Non-Resident","518","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","6","0","General Lottery","509","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","6","3","New Haven Resident","517","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","6","3","Suburban Market - Non-Resident","518","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","7","0","General Lottery","509","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","7","7","New Haven Resident","517","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","7","2","Suburban Market - Non-Resident","518","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","8","0","General Lottery","509","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","8","0","New Haven Resident","517","","0"
"13288","L.W. Beecher Museum School of Arts & Sciences","8","0","Suburban Market - Non-Resident","518","","0"
"13289","Lincoln-Bassett Community School","K","24","General Lottery","509","","0"
"13289","Lincoln-Bassett Community School","1","1","General Lottery","509","","0"
"13289","Lincoln-Bassett Community School","2","4","General Lottery","509","","0"
"13289","Lincoln-Bassett Community School","3","20","General Lottery","509","","0"
"13289","Lincoln-Bassett Community School","4","23","General Lottery","509","","0"
"13289","Lincoln-Bassett Community School","5","0","General Lottery","509","","0"
"13289","Lincoln-Bassett Community School","6","0","General Lottery","509","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","PreK","0","General Lottery","509","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","PreK","0","New Haven Resident","517","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","PreK","0","Suburban Market - Non-Resident","518","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","PreK3","0","General Lottery","509","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","PreK3","10","New Haven Resident","517","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","PreK3","10","Suburban Market - Non-Resident","518","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","PreK4","0","General Lottery","509","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","PreK4","9","New Haven Resident","517","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","PreK4","9","Suburban Market - Non-Resident","518","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","K","0","General Lottery","509","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","K","7","New Haven Resident","517","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","K","8","Suburban Market - Non-Resident","518","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","1","0","General Lottery","509","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","1","6","New Haven Resident","517","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","1","6","Suburban Market - Non-Resident","518","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","2","0","General Lottery","509","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","2","3","New Haven Resident","517","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","2","3","Suburban Market - Non-Resident","518","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","3","0","General Lottery","509","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","3","4","New Haven Resident","517","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","3","3","Suburban Market - Non-Resident","518","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","4","0","General Lottery","509","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","4","2","New Haven Resident","517","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","4","1","Suburban Market - Non-Resident","518","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","5","0","General Lottery","509","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","5","2","New Haven Resident","517","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","5","2","Suburban Market - Non-Resident","518","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","6","0","General Lottery","509","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","6","1","New Haven Resident","517","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","6","1","Suburban Market - Non-Resident","518","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","7","0","General Lottery","509","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","7","6","New Haven Resident","517","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","7","4","Suburban Market - Non-Resident","518","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","8","0","General Lottery","509","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","8","0","New Haven Resident","517","","0"
"13290","Mauro-Sheridan Science, Technology & Communications Interdistrict Magnet","8","0","Suburban Market - Non-Resident","518","","0"
"13291","Metropolitan Business Academy","9","0","General Lottery","509","","0"
"13291","Metropolitan Business Academy","9","76","New Haven Resident","517","","0"
"13291","Metropolitan Business Academy","9","44","Suburban Market - Non-Resident","518","","0"
"13291","Metropolitan Business Academy","10","0","General Lottery","509","","0"
"13291","Metropolitan Business Academy","10","10","New Haven Resident","517","","0"
"13291","Metropolitan Business Academy","10","7","Suburban Market - Non-Resident","518","","0"
"13291","Metropolitan Business Academy","11","0","General Lottery","509","","0"
"13291","Metropolitan Business Academy","11","6","New Haven Resident","517","","0"
"13291","Metropolitan Business Academy","11","0","Suburban Market - Non-Resident","518","","0"
"13291","Metropolitan Business Academy","12","0","General Lottery","509","","0"
"13291","Metropolitan Business Academy","12","0","New Haven Resident","517","","0"
"13291","Metropolitan Business Academy","12","0","Suburban Market - Non-Resident","518","","0"
"13292","Nathan Hale School","K","50","General Lottery","509","","0"
"13292","Nathan Hale School","1","0","General Lottery","509","","0"
"13292","Nathan Hale School","2","3","General Lottery","509","","0"
"13292","Nathan Hale School","3","2","General Lottery","509","","0"
"13292","Nathan Hale School","4","4","General Lottery","509","","0"
"13292","Nathan Hale School","5","6","General Lottery","509","","0"
"13292","Nathan Hale School","6","5","General Lottery","509","","0"
"13292","Nathan Hale School","7","0","General Lottery","509","","0"
"13292","Nathan Hale School","8","0","General Lottery","509","","0"
"13293","New Haven Academy","9","0","General Lottery","509","","0"
"13293","New Haven Academy","9","55","New Haven Resident","517","","0"
"13293","New Haven Academy","9","30","Suburban Market - Non-Resident","518","","0"
"13293","New Haven Academy","10","0","General Lottery","509","","0"
"13293","New Haven Academy","10","2","New Haven Resident","517","","0"
"13293","New Haven Academy","10","2","Suburban Market - Non-Resident","518","","0"
"13293","New Haven Academy","11","0","General Lottery","509","","0"
"13293","New Haven Academy","11","3","New Haven Resident","517","","0"
"13293","New Haven Academy","11","1","Suburban Market - Non-Resident","518","","0"
"13293","New Haven Academy","12","0","General Lottery","509","","0"
"13293","New Haven Academy","12","6","New Haven Resident","517","","0"
"13293","New Haven Academy","12","0","Suburban Market - Non-Resident","518","","0"
"13294","Roberto Clemente Leadership Academy","K","50","General Lottery","509","","0"
"13294","Roberto Clemente Leadership Academy","1","3","General Lottery","509","","0"
"13294","Roberto Clemente Leadership Academy","2","3","General Lottery","509","","0"
"13294","Roberto Clemente Leadership Academy","3","10","General Lottery","509","","0"
"13294","Roberto Clemente Leadership Academy","4","2","General Lottery","509","","0"
"13294","Roberto Clemente Leadership Academy","5","2","General Lottery","509","","0"
"13294","Roberto Clemente Leadership Academy","6","2","General Lottery","509","","0"
"13294","Roberto Clemente Leadership Academy","7","2","General Lottery","509","","0"
"13294","Roberto Clemente Leadership Academy","8","0","General Lottery","509","","0"
"13295","Ross-Woodward Classical Studies Academy","PreK","0","General Lottery","509","","0"
"13295","Ross-Woodward Classical Studies Academy","PreK","0","New Haven Resident","517","","0"
"13295","Ross-Woodward Classical Studies Academy","PreK","0","Suburban Market - Non-Resident","518","","0"
"13295","Ross-Woodward Classical Studies Academy","PreK3","0","General Lottery","509","","0"
"13295","Ross-Woodward Classical Studies Academy","PreK3","9","New Haven Resident","517","","0"
"13295","Ross-Woodward Classical Studies Academy","PreK3","11","Suburban Market - Non-Resident","518","","0"
"13295","Ross-Woodward Classical Studies Academy","PreK4","0","General Lottery","509","","0"
"13295","Ross-Woodward Classical Studies Academy","PreK4","10","New Haven Resident","517","","0"
"13295","Ross-Woodward Classical Studies Academy","PreK4","11","Suburban Market - Non-Resident","518","","0"
"13295","Ross-Woodward Classical Studies Academy","K","0","General Lottery","509","","0"
"13295","Ross-Woodward Classical Studies Academy","K","20","New Haven Resident","517","","0"
"13295","Ross-Woodward Classical Studies Academy","K","22","Suburban Market - Non-Resident","518","","0"
"13295","Ross-Woodward Classical Studies Academy","1","0","General Lottery","509","","0"
"13295","Ross-Woodward Classical Studies Academy","1","7","New Haven Resident","517","","0"
"13295","Ross-Woodward Classical Studies Academy","1","15","Suburban Market - Non-Resident","518","","0"
"13295","Ross-Woodward Classical Studies Academy","2","0","General Lottery","509","","0"
"13295","Ross-Woodward Classical Studies Academy","2","3","New Haven Resident","517","","0"
"13295","Ross-Woodward Classical Studies Academy","2","10","Suburban Market - Non-Resident","518","","0"
"13295","Ross-Woodward Classical Studies Academy","3","0","General Lottery","509","","0"
"13295","Ross-Woodward Classical Studies Academy","3","10","New Haven Resident","517","","0"
"13295","Ross-Woodward Classical Studies Academy","3","12","Suburban Market - Non-Resident","518","","0"
"13295","Ross-Woodward Classical Studies Academy","4","0","General Lottery","509","","0"
"13295","Ross-Woodward Classical Studies Academy","4","17","New Haven Resident","517","","0"
"13295","Ross-Woodward Classical Studies Academy","4","13","Suburban Market - Non-Resident","518","","0"
"13295","Ross-Woodward Classical Studies Academy","5","0","General Lottery","509","","0"
"13295","Ross-Woodward Classical Studies Academy","5","5","New Haven Resident","517","","0"
"13295","Ross-Woodward Classical Studies Academy","5","12","Suburban Market - Non-Resident","518","","0"
"13295","Ross-Woodward Classical Studies Academy","6","0","General Lottery","509","","0"
"13295","Ross-Woodward Classical Studies Academy","6","6","New Haven Resident","517","","0"
"13295","Ross-Woodward Classical Studies Academy","6","10","Suburban Market - Non-Resident","518","","0"
"13295","Ross-Woodward Classical Studies Academy","7","0","General Lottery","509","","0"
"13295","Ross-Woodward Classical Studies Academy","7","0","New Haven Resident","517","","0"
"13295","Ross-Woodward Classical Studies Academy","7","0","Suburban Market - Non-Resident","518","","0"
"13295","Ross-Woodward Classical Studies Academy","8","0","General Lottery","509","","0"
"13295","Ross-Woodward Classical Studies Academy","8","0","New Haven Resident","517","","0"
"13295","Ross-Woodward Classical Studies Academy","8","0","Suburban Market - Non-Resident","518","","0"
"13296","Truman School","K","26","General Lottery","509","","0"
"13296","Truman School","1","1","General Lottery","509","","0"
"13296","Truman School","2","1","General Lottery","509","","0"
"13296","Truman School","3","1","General Lottery","509","","0"
"13296","Truman School","4","1","General Lottery","509","","0"
"13296","Truman School","5","0","General Lottery","509","","0"
"13296","Truman School","6","0","General Lottery","509","","0"
"13296","Truman School","7","0","General Lottery","509","","0"
"13296","Truman School","8","0","General Lottery","509","","0"
"13297","Wexler-Grant Community School","K","26","General Lottery","509","","0"
"13297","Wexler-Grant Community School","1","1","General Lottery","509","","0"
"13297","Wexler-Grant Community School","2","5","General Lottery","509","","0"
"13297","Wexler-Grant Community School","3","5","General Lottery","509","","0"
"13297","Wexler-Grant Community School","4","5","General Lottery","509","","0"
"13297","Wexler-Grant Community School","5","5","General Lottery","509","","0"
"13297","Wexler-Grant Community School","6","0","General Lottery","509","","0"
"13297","Wexler-Grant Community School","7","0","General Lottery","509","","0"
"13297","Wexler-Grant Community School","8","0","General Lottery","509","","0"
"13298","Wilbur Cross High School","9","0","General Lottery","509","","0"
"13298","Wilbur Cross High School","9","198","Zoned School","514","","0"
"13298","Wilbur Cross High School","9","0","Non-Zoned School","515","","0"
"13298","Wilbur Cross High School","10","0","General Lottery","509","","0"
"13298","Wilbur Cross High School","10","28","Zoned School","514","","0"
"13298","Wilbur Cross High School","10","0","Non-Zoned School","515","","0"
"13298","Wilbur Cross High School","11","0","General Lottery","509","","0"
"13298","Wilbur Cross High School","11","19","Zoned School","514","","0"
"13298","Wilbur Cross High School","11","0","Non-Zoned School","515","","0"
"13298","Wilbur Cross High School","12","0","General Lottery","509","","0"
"13298","Wilbur Cross High School","12","13","Zoned School","514","","0"
"13298","Wilbur Cross High School","12","0","Non-Zoned School","515","","0"
"13299","Worthington Hooker School","K","49","General Lottery","509","","0"
"13299","Worthington Hooker School","1","10","General Lottery","509","","0"
"13299","Worthington Hooker School","2","3","General Lottery","509","","0"
"13299","Worthington Hooker School","3","3","General Lottery","509","","0"
"13299","Worthington Hooker School","4","5","General Lottery","509","","0"
"13299","Worthington Hooker School","5","5","General Lottery","509","","0"
"13299","Worthington Hooker School","6","3","General Lottery","509","","0"
"13299","Worthington Hooker School","7","8","General Lottery","509","","0"
"13299","Worthington Hooker School","8","0","General Lottery","509","","0"
"20903","Edmonds Cofield Preparatory Academy","5","75","General Lottery","509","","0"
"20947","Career-Health Sciences Emphasis","9","0","General Lottery","509","","0"
"20947","Career-Health Sciences Emphasis","9","70","New Haven Resident","517","","0"
"20947","Career-Health Sciences Emphasis","9","33","Suburban Market - Non-Resident","518","","0"
"20947","Career-Health Sciences Emphasis","10","0","General Lottery","509","","0"
"20947","Career-Health Sciences Emphasis","10","5","New Haven Resident","517","","0"
"20947","Career-Health Sciences Emphasis","10","4","Suburban Market - Non-Resident","518","","0"
"20947","Career-Health Sciences Emphasis","11","0","General Lottery","509","","0"
"20947","Career-Health Sciences Emphasis","11","3","New Haven Resident","517","","0"
"20947","Career-Health Sciences Emphasis","11","0","Suburban Market - Non-Resident","518","","0"
"20947","Career-Health Sciences Emphasis","12","0","General Lottery","509","","0"
"20947","Career-Health Sciences Emphasis","12","3","New Haven Resident","517","","0"
"20947","Career-Health Sciences Emphasis","12","0","Suburban Market - Non-Resident","518","","0"